SKU;Tamanho Pedido;Loja;Data da Venda;Marca;Preco
HL1002;5;Curitiba;31/07/2017;Apple;R$ 2.500,00
HL1021;4;Sao Paulo;31/07/2017;Samsung;R$ 3.000,00
HL1003;1;Sao Paulo;31/07/2017;Samsung;R$ 4.500,00
HL1001;5;Rio de Janeiro;31/07/2017;LG;R$ 2.600,00
HL1005;4;Nova Iguacu;31/07/2017;Canon;R$ 1.500,00
HL1001;2;Sao Paulo;31/07/2017;LG;R$ 2.600,00
HL1013;1;Salvador;31/07/2017;Nikon;R$ 1.550,00
HL1008;3;Rio de Janeiro;31/07/2017;Philco;R$ 2.000,00
HL1003;5;Porto Alegre;31/07/2017;Samsung;R$ 4.500,00
HL1009;3;Porto Alegre;31/07/2017;Motorola;R$ 1.400,00
HL1003;5;Belo Horizonte;31/07/2017;Samsung;R$ 4.500,00
HL1008;2;Sao Paulo;31/07/2017;Philco;R$ 2.000,00
HL1013;2;Rio de Janeiro;31/07/2017;Nikon;R$ 1.550,00
HL1008;4;Sao Paulo;31/07/2017;Philco;R$ 2.000,00
HL1009;1;Sao Paulo;31/07/2017;Motorola;R$ 1.400,00
HL1019;1;Sao Paulo;31/07/2017;Apple;R$ 6.500,00
HL1020;1;Fortaleza;31/07/2017;Motorola;R$ 1.500,00
HL1008;5;Porto Alegre;31/07/2017;Philco;R$ 2.000,00
HL1007;4;Recife;01/08/2017;Dell;R$ 2.300,00
HL1015;5;Belo Horizonte;01/08/2017;Sony;R$ 700,00
HL1005;1;Guarulhos;01/08/2017;Canon;R$ 1.500,00
HL1007;1;Rio de Janeiro;01/08/2017;Dell;R$ 2.300,00
HL1001;2;Recife;01/08/2017;LG;R$ 2.600,00
HL1019;2;Salvador;01/08/2017;Apple;R$ 6.500,00
HL1007;4;Belo Horizonte;01/08/2017;Dell;R$ 2.300,00
HL1007;4;Recife;01/08/2017;Dell;R$ 2.300,00
HL1023;3;Guarulhos;01/08/2017;Samsung;R$ 1.500,00
HL1001;1;Sao Paulo;01/08/2017;LG;R$ 2.600,00
HL1015;1;Porto Alegre;01/08/2017;Sony;R$ 700,00
HL1002;3;Goiania;01/08/2017;Apple;R$ 2.500,00
HL1003;3;Rio de Janeiro;01/08/2017;Samsung;R$ 4.500,00
HL1015;4;Sao Paulo;01/08/2017;Sony;R$ 700,00
HL1008;2;Salvador;01/08/2017;Philco;R$ 2.000,00
HL1001;1;Fortaleza;01/08/2017;LG;R$ 2.600,00
HL1023;4;Belo Horizonte;01/08/2017;Samsung;R$ 1.500,00
HL1014;5;Sao Paulo;01/08/2017;Samsung;R$ 1.100,00
HL1019;3;Guarulhos;02/08/2017;Apple;R$ 6.500,00
HL1007;1;Curitiba;02/08/2017;Dell;R$ 2.300,00
HL1002;1;Salvador;02/08/2017;Apple;R$ 2.500,00
HL1018;5;Guarulhos;02/08/2017;Xiaomi;R$ 1.200,00
HL1001;2;Sao Paulo;02/08/2017;LG;R$ 2.600,00
HL1021;2;Goiania;02/08/2017;Samsung;R$ 3.000,00
HL1018;5;Sao Paulo;02/08/2017;Xiaomi;R$ 1.200,00
HL1009;1;Recife;02/08/2017;Motorola;R$ 1.400,00
HL1023;5;Belo Horizonte;02/08/2017;Samsung;R$ 1.500,00
HL1007;2;Sao Paulo;02/08/2017;Dell;R$ 2.300,00
HL1001;4;Sao Paulo;02/08/2017;LG;R$ 2.600,00
HL1001;1;Niteroi;02/08/2017;LG;R$ 2.600,00
HL1024;2;Recife;02/08/2017;Acer;R$ 2.400,00
HL1001;4;Belo Horizonte;02/08/2017;LG;R$ 2.600,00
HL1005;1;Recife;02/08/2017;Canon;R$ 1.500,00
HL1021;1;Salvador;02/08/2017;Samsung;R$ 3.000,00
HL1018;5;Salvador;02/08/2017;Xiaomi;R$ 1.200,00
HL1018;2;Rio de Janeiro;02/08/2017;Xiaomi;R$ 1.200,00
HL1024;5;Porto Alegre;03/08/2017;Acer;R$ 2.400,00
HL1001;2;Campinas;03/08/2017;LG;R$ 2.600,00
HL1008;1;Curitiba;03/08/2017;Philco;R$ 2.000,00
HL1015;5;Sao Paulo;03/08/2017;Sony;R$ 700,00
HL1005;4;Recife;03/08/2017;Canon;R$ 1.500,00
HL1019;1;Sao Paulo;03/08/2017;Apple;R$ 6.500,00
HL1005;2;Belo Horizonte;03/08/2017;Canon;R$ 1.500,00
HL1006;5;Sao Paulo;03/08/2017;Samsung;R$ 1.400,00
HL1024;2;Guarulhos;03/08/2017;Acer;R$ 2.400,00
HL1007;5;Campinas;03/08/2017;Dell;R$ 2.300,00
HL1009;3;Rio de Janeiro;03/08/2017;Motorola;R$ 1.400,00
HL1002;1;Belo Horizonte;03/08/2017;Apple;R$ 2.500,00
HL1008;5;Curitiba;03/08/2017;Philco;R$ 2.000,00
HL1015;1;Goiania;03/08/2017;Sony;R$ 700,00
HL1018;4;Sao Paulo;03/08/2017;Xiaomi;R$ 1.200,00
HL1001;5;Rio de Janeiro;03/08/2017;LG;R$ 2.600,00
HL1009;1;Sao Paulo;03/08/2017;Motorola;R$ 1.400,00
HL1009;5;Fortaleza;03/08/2017;Motorola;R$ 1.400,00
HL1009;1;Curitiba;04/08/2017;Motorola;R$ 1.400,00
HL1024;4;Sao Paulo;04/08/2017;Acer;R$ 2.400,00
HL1021;3;Salvador;04/08/2017;Samsung;R$ 3.000,00
HL1018;2;Rio de Janeiro;04/08/2017;Xiaomi;R$ 1.200,00
HL1015;4;Sao Paulo;04/08/2017;Sony;R$ 700,00
HL1008;4;Rio de Janeiro;04/08/2017;Philco;R$ 2.000,00
HL1003;4;Sao Paulo;04/08/2017;Samsung;R$ 4.500,00
HL1014;1;Recife;04/08/2017;Samsung;R$ 1.100,00
HL1018;1;Fortaleza;04/08/2017;Xiaomi;R$ 1.200,00
HL1001;4;Rio de Janeiro;04/08/2017;LG;R$ 2.600,00
HL1015;5;Porto Alegre;04/08/2017;Sony;R$ 700,00
HL1002;2;Rio de Janeiro;04/08/2017;Apple;R$ 2.500,00
HL1005;3;Salvador;05/08/2017;Canon;R$ 1.500,00
HL1023;3;Rio de Janeiro;05/08/2017;Samsung;R$ 1.500,00
HL1008;1;Guarulhos;05/08/2017;Philco;R$ 2.000,00
HL1002;3;Sao Paulo;05/08/2017;Apple;R$ 2.500,00
HL1009;4;Recife;05/08/2017;Motorola;R$ 1.400,00
HL1013;3;Sao Paulo;05/08/2017;Nikon;R$ 1.550,00
HL1005;4;Goiania;05/08/2017;Canon;R$ 1.500,00
HL1024;4;Fortaleza;05/08/2017;Acer;R$ 2.400,00
HL1018;1;Niteroi;05/08/2017;Xiaomi;R$ 1.200,00
HL1006;2;Goiania;05/08/2017;Samsung;R$ 1.400,00
HL1001;4;Rio de Janeiro;05/08/2017;LG;R$ 2.600,00
HL1007;1;Recife;05/08/2017;Dell;R$ 2.300,00
HL1015;1;Recife;05/08/2017;Sony;R$ 700,00
HL1005;1;Campinas;05/08/2017;Canon;R$ 1.500,00
HL1023;3;Belo Horizonte;05/08/2017;Samsung;R$ 1.500,00
HL1003;2;Goiania;05/08/2017;Samsung;R$ 4.500,00
HL1007;3;Curitiba;06/08/2017;Dell;R$ 2.300,00
HL1018;3;Fortaleza;06/08/2017;Xiaomi;R$ 1.200,00
HL1011;5;Campinas;06/08/2017;Samsung;R$ 2.000,00
HL1001;4;Belo Horizonte;06/08/2017;LG;R$ 2.600,00
HL1013;2;Sao Paulo;06/08/2017;Nikon;R$ 1.550,00
HL1008;4;Fortaleza;06/08/2017;Philco;R$ 2.000,00
HL1001;2;Sao Paulo;06/08/2017;LG;R$ 2.600,00
HL1007;4;Belo Horizonte;06/08/2017;Dell;R$ 2.300,00
HL1015;3;Recife;06/08/2017;Sony;R$ 700,00
HL1019;4;Sao Paulo;06/08/2017;Apple;R$ 6.500,00
HL1013;4;Fortaleza;06/08/2017;Nikon;R$ 1.550,00
HL1020;4;Salvador;06/08/2017;Motorola;R$ 1.500,00
HL1012;3;Curitiba;06/08/2017;Dell;R$ 5.500,00
HL1001;1;Sao Paulo;06/08/2017;LG;R$ 2.600,00
HL1007;3;Nova Iguacu;07/08/2017;Dell;R$ 2.300,00
HL1013;5;Recife;07/08/2017;Nikon;R$ 1.550,00
HL1023;4;Porto Alegre;07/08/2017;Samsung;R$ 1.500,00
HL1007;2;Fortaleza;07/08/2017;Dell;R$ 2.300,00
HL1002;2;Recife;07/08/2017;Apple;R$ 2.500,00
HL1006;1;Nova Iguacu;07/08/2017;Samsung;R$ 1.400,00
HL1009;2;Campinas;07/08/2017;Motorola;R$ 1.400,00
HL1002;4;Porto Alegre;07/08/2017;Apple;R$ 2.500,00
HL1015;5;Fortaleza;07/08/2017;Sony;R$ 700,00
HL1001;3;Fortaleza;07/08/2017;LG;R$ 2.600,00
HL1021;5;Sao Paulo;07/08/2017;Samsung;R$ 3.000,00
HL1024;3;Guarulhos;07/08/2017;Acer;R$ 2.400,00
HL1006;3;Curitiba;07/08/2017;Samsung;R$ 1.400,00
HL1002;5;Recife;07/08/2017;Apple;R$ 2.500,00
HL1005;5;Sao Paulo;07/08/2017;Canon;R$ 1.500,00
HL1014;1;Recife;07/08/2017;Samsung;R$ 1.100,00
HL1024;1;Sao Paulo;07/08/2017;Acer;R$ 2.400,00
HL1024;5;Sao Paulo;07/08/2017;Acer;R$ 2.400,00
HL1001;4;Recife;07/08/2017;LG;R$ 2.600,00
HL1001;3;Fortaleza;07/08/2017;LG;R$ 2.600,00
HL1010;3;Curitiba;08/08/2017;Apple;R$ 1.900,00
HL1015;4;Salvador;08/08/2017;Sony;R$ 700,00
HL1024;2;Sao Paulo;08/08/2017;Acer;R$ 2.400,00
HL1007;2;Fortaleza;08/08/2017;Dell;R$ 2.300,00
HL1007;3;Sao Paulo;08/08/2017;Dell;R$ 2.300,00
HL1019;5;Sao Paulo;08/08/2017;Apple;R$ 6.500,00
HL1018;3;Salvador;08/08/2017;Xiaomi;R$ 1.200,00
HL1007;2;Guarulhos;08/08/2017;Dell;R$ 2.300,00
HL1005;2;Nova Iguacu;08/08/2017;Canon;R$ 1.500,00
HL1005;2;Campinas;08/08/2017;Canon;R$ 1.500,00
HL1005;2;Rio de Janeiro;08/08/2017;Canon;R$ 1.500,00
HL1015;4;Salvador;08/08/2017;Sony;R$ 700,00
HL1009;4;Sao Paulo;08/08/2017;Motorola;R$ 1.400,00
HL1013;1;Salvador;08/08/2017;Nikon;R$ 1.550,00
HL1018;5;Sao Paulo;08/08/2017;Xiaomi;R$ 1.200,00
HL1001;4;Guarulhos;08/08/2017;LG;R$ 2.600,00
HL1015;2;Salvador;08/08/2017;Sony;R$ 700,00
HL1010;2;Sao Paulo;08/08/2017;Apple;R$ 1.900,00
HL1013;1;Guarulhos;09/08/2017;Nikon;R$ 1.550,00
HL1001;5;Belo Horizonte;09/08/2017;LG;R$ 2.600,00
HL1006;2;Sao Paulo;09/08/2017;Samsung;R$ 1.400,00
HL1005;5;Campinas;09/08/2017;Canon;R$ 1.500,00
HL1024;4;Recife;09/08/2017;Acer;R$ 2.400,00
HL1023;5;Fortaleza;09/08/2017;Samsung;R$ 1.500,00
HL1008;1;Porto Alegre;09/08/2017;Philco;R$ 2.000,00
HL1015;5;Recife;09/08/2017;Sony;R$ 700,00
HL1024;2;Fortaleza;09/08/2017;Acer;R$ 2.400,00
HL1021;2;Nova Iguacu;09/08/2017;Samsung;R$ 3.000,00
HL1005;5;Sao Paulo;09/08/2017;Canon;R$ 1.500,00
HL1015;1;Sao Paulo;09/08/2017;Sony;R$ 700,00
HL1008;5;Guarulhos;09/08/2017;Philco;R$ 2.000,00
HL1007;4;Fortaleza;09/08/2017;Dell;R$ 2.300,00
HL1007;1;Guarulhos;09/08/2017;Dell;R$ 2.300,00
HL1009;5;Recife;09/08/2017;Motorola;R$ 1.400,00
HL1012;5;Porto Alegre;09/08/2017;Dell;R$ 5.500,00
HL1021;5;Sao Paulo;09/08/2017;Samsung;R$ 3.000,00
HL1015;4;Goiania;09/08/2017;Sony;R$ 700,00
HL1001;2;Sao Paulo;09/08/2017;LG;R$ 2.600,00
HL1024;4;Nova Iguacu;09/08/2017;Acer;R$ 2.400,00
HL1005;2;Nova Iguacu;09/08/2017;Canon;R$ 1.500,00
HL1018;3;Sao Paulo;09/08/2017;Xiaomi;R$ 1.200,00
HL1019;2;Salvador;09/08/2017;Apple;R$ 6.500,00
HL1006;4;Curitiba;10/08/2017;Samsung;R$ 1.400,00
HL1008;1;Belo Horizonte;10/08/2017;Philco;R$ 2.000,00
HL1005;5;Guarulhos;10/08/2017;Canon;R$ 1.500,00
HL1006;2;Sao Paulo;10/08/2017;Samsung;R$ 1.400,00
HL1001;1;Nova Iguacu;10/08/2017;LG;R$ 2.600,00
HL1007;2;Sao Paulo;10/08/2017;Dell;R$ 2.300,00
HL1002;5;Fortaleza;10/08/2017;Apple;R$ 2.500,00
HL1024;2;Recife;10/08/2017;Acer;R$ 2.400,00
HL1015;5;Belo Horizonte;10/08/2017;Sony;R$ 700,00
HL1018;3;Belo Horizonte;10/08/2017;Xiaomi;R$ 1.200,00
HL1007;3;Nova Iguacu;10/08/2017;Dell;R$ 2.300,00
HL1015;1;Recife;10/08/2017;Sony;R$ 700,00
HL1023;4;Rio de Janeiro;11/08/2017;Samsung;R$ 1.500,00
HL1014;5;Sao Paulo;11/08/2017;Samsung;R$ 1.100,00
HL1019;2;Sao Paulo;11/08/2017;Apple;R$ 6.500,00
HL1003;4;Sao Paulo;11/08/2017;Samsung;R$ 4.500,00
HL1001;4;Rio de Janeiro;11/08/2017;LG;R$ 2.600,00
HL1023;3;Recife;11/08/2017;Samsung;R$ 1.500,00
HL1005;2;Sao Paulo;11/08/2017;Canon;R$ 1.500,00
HL1005;2;Guarulhos;11/08/2017;Canon;R$ 1.500,00
HL1009;4;Sao Paulo;11/08/2017;Motorola;R$ 1.400,00
HL1003;3;Sao Paulo;11/08/2017;Samsung;R$ 4.500,00
HL1015;5;Campinas;11/08/2017;Sony;R$ 700,00
HL1015;2;Recife;11/08/2017;Sony;R$ 700,00
HL1001;1;Curitiba;11/08/2017;LG;R$ 2.600,00
HL1021;4;Goiania;11/08/2017;Samsung;R$ 3.000,00
HL1003;3;Sao Paulo;11/08/2017;Samsung;R$ 4.500,00
HL1010;1;Fortaleza;11/08/2017;Apple;R$ 1.900,00
HL1001;5;Sao Paulo;11/08/2017;LG;R$ 2.600,00
HL1013;5;Guarulhos;11/08/2017;Nikon;R$ 1.550,00
HL1004;4;Recife;12/08/2017;Apple;R$ 1.750,00
HL1007;4;Rio de Janeiro;12/08/2017;Dell;R$ 2.300,00
HL1005;1;Curitiba;12/08/2017;Canon;R$ 1.500,00
HL1005;5;Porto Alegre;12/08/2017;Canon;R$ 1.500,00
HL1019;4;Campinas;12/08/2017;Apple;R$ 6.500,00
HL1001;5;Recife;12/08/2017;LG;R$ 2.600,00
HL1014;5;Fortaleza;12/08/2017;Samsung;R$ 1.100,00
HL1002;5;Belo Horizonte;12/08/2017;Apple;R$ 2.500,00
HL1009;2;Campinas;12/08/2017;Motorola;R$ 1.400,00
HL1006;2;Guarulhos;12/08/2017;Samsung;R$ 1.400,00
HL1009;1;Belo Horizonte;12/08/2017;Motorola;R$ 1.400,00
HL1007;1;Sao Paulo;12/08/2017;Dell;R$ 2.300,00
HL1021;1;Campinas;12/08/2017;Samsung;R$ 3.000,00
HL1023;4;Porto Alegre;13/08/2017;Samsung;R$ 1.500,00
HL1003;1;Salvador;13/08/2017;Samsung;R$ 4.500,00
HL1008;5;Curitiba;13/08/2017;Philco;R$ 2.000,00
HL1015;4;Goiania;13/08/2017;Sony;R$ 700,00
HL1001;4;Sao Paulo;13/08/2017;LG;R$ 2.600,00
HL1001;5;Sao Paulo;13/08/2017;LG;R$ 2.600,00
HL1001;3;Salvador;13/08/2017;LG;R$ 2.600,00
HL1008;5;Sao Paulo;13/08/2017;Philco;R$ 2.000,00
HL1015;4;Salvador;13/08/2017;Sony;R$ 700,00
HL1017;4;Salvador;13/08/2017;Samsung;R$ 5.200,00
HL1003;1;Salvador;13/08/2017;Samsung;R$ 4.500,00
HL1001;1;Curitiba;13/08/2017;LG;R$ 2.600,00
HL1021;3;Recife;13/08/2017;Samsung;R$ 3.000,00
HL1005;5;Curitiba;13/08/2017;Canon;R$ 1.500,00
HL1001;3;Belo Horizonte;13/08/2017;LG;R$ 2.600,00
HL1018;1;Salvador;13/08/2017;Xiaomi;R$ 1.200,00
HL1009;2;Rio de Janeiro;13/08/2017;Motorola;R$ 1.400,00
HL1023;1;Belo Horizonte;13/08/2017;Samsung;R$ 1.500,00
HL1001;2;Belo Horizonte;13/08/2017;LG;R$ 2.600,00
HL1013;3;Sao Paulo;13/08/2017;Nikon;R$ 1.550,00
HL1007;5;Sao Paulo;13/08/2017;Dell;R$ 2.300,00
HL1018;4;Guarulhos;14/08/2017;Xiaomi;R$ 1.200,00
HL1009;2;Rio de Janeiro;14/08/2017;Motorola;R$ 1.400,00
HL1015;4;Rio de Janeiro;14/08/2017;Sony;R$ 700,00
HL1005;5;Fortaleza;14/08/2017;Canon;R$ 1.500,00
HL1007;5;Sao Paulo;14/08/2017;Dell;R$ 2.300,00
HL1007;3;Fortaleza;14/08/2017;Dell;R$ 2.300,00
HL1002;3;Curitiba;14/08/2017;Apple;R$ 2.500,00
HL1015;3;Recife;14/08/2017;Sony;R$ 700,00
HL1002;1;Nova Iguacu;14/08/2017;Apple;R$ 2.500,00
HL1006;4;Guarulhos;14/08/2017;Samsung;R$ 1.400,00
HL1008;5;Salvador;14/08/2017;Philco;R$ 2.000,00
HL1002;1;Guarulhos;14/08/2017;Apple;R$ 2.500,00
HL1021;3;Sao Paulo;14/08/2017;Samsung;R$ 3.000,00
HL1021;5;Salvador;14/08/2017;Samsung;R$ 3.000,00
HL1023;1;Salvador;14/08/2017;Samsung;R$ 1.500,00
HL1015;3;Sao Paulo;14/08/2017;Sony;R$ 700,00
HL1007;3;Rio de Janeiro;14/08/2017;Dell;R$ 2.300,00
HL1002;2;Sao Paulo;14/08/2017;Apple;R$ 2.500,00
HL1024;5;Sao Paulo;14/08/2017;Acer;R$ 2.400,00
HL1021;1;Sao Paulo;14/08/2017;Samsung;R$ 3.000,00
HL1009;5;Salvador;14/08/2017;Motorola;R$ 1.400,00
HL1015;5;Nova Iguacu;15/08/2017;Sony;R$ 700,00
HL1015;3;Curitiba;15/08/2017;Sony;R$ 700,00
HL1008;3;Campinas;15/08/2017;Philco;R$ 2.000,00
HL1002;5;Recife;15/08/2017;Apple;R$ 2.500,00
HL1002;1;Belo Horizonte;15/08/2017;Apple;R$ 2.500,00
HL1008;3;Salvador;15/08/2017;Philco;R$ 2.000,00
HL1003;4;Belo Horizonte;15/08/2017;Samsung;R$ 4.500,00
HL1011;3;Rio de Janeiro;15/08/2017;Samsung;R$ 2.000,00
HL1015;1;Salvador;15/08/2017;Sony;R$ 700,00
HL1002;1;Goiania;15/08/2017;Apple;R$ 2.500,00
HL1005;4;Recife;15/08/2017;Canon;R$ 1.500,00
HL1002;3;Curitiba;15/08/2017;Apple;R$ 2.500,00
HL1015;5;Recife;15/08/2017;Sony;R$ 700,00
HL1005;1;Sao Paulo;15/08/2017;Canon;R$ 1.500,00
HL1019;3;Rio de Janeiro;15/08/2017;Apple;R$ 6.500,00
HL1009;4;Recife;15/08/2017;Motorola;R$ 1.400,00
HL1001;2;Sao Paulo;16/08/2017;LG;R$ 2.600,00
HL1018;2;Sao Paulo;16/08/2017;Xiaomi;R$ 1.200,00
HL1013;2;Recife;16/08/2017;Nikon;R$ 1.550,00
HL1005;4;Sao Paulo;16/08/2017;Canon;R$ 1.500,00
HL1011;1;Salvador;16/08/2017;Samsung;R$ 2.000,00
HL1005;4;Fortaleza;16/08/2017;Canon;R$ 1.500,00
HL1013;5;Guarulhos;16/08/2017;Nikon;R$ 1.550,00
HL1001;2;Guarulhos;16/08/2017;LG;R$ 2.600,00
HL1015;5;Rio de Janeiro;16/08/2017;Sony;R$ 700,00
HL1007;5;Guarulhos;16/08/2017;Dell;R$ 2.300,00
HL1015;4;Rio de Janeiro;16/08/2017;Sony;R$ 700,00
HL1001;2;Goiania;16/08/2017;LG;R$ 2.600,00
HL1006;1;Rio de Janeiro;16/08/2017;Samsung;R$ 1.400,00
HL1018;3;Sao Paulo;16/08/2017;Xiaomi;R$ 1.200,00
HL1019;3;Nova Iguacu;16/08/2017;Apple;R$ 6.500,00
HL1003;4;Campinas;16/08/2017;Samsung;R$ 4.500,00
HL1007;1;Recife;16/08/2017;Dell;R$ 2.300,00
HL1003;4;Belo Horizonte;16/08/2017;Samsung;R$ 4.500,00
HL1007;4;Rio de Janeiro;16/08/2017;Dell;R$ 2.300,00
HL1001;2;Recife;16/08/2017;LG;R$ 2.600,00
HL1001;4;Sao Paulo;17/08/2017;LG;R$ 2.600,00
HL1001;3;Recife;17/08/2017;LG;R$ 2.600,00
HL1015;2;Rio de Janeiro;17/08/2017;Sony;R$ 700,00
HL1008;4;Sao Paulo;17/08/2017;Philco;R$ 2.000,00
HL1019;1;Sao Paulo;17/08/2017;Apple;R$ 6.500,00
HL1001;4;Sao Paulo;17/08/2017;LG;R$ 2.600,00
HL1008;2;Nova Iguacu;17/08/2017;Philco;R$ 2.000,00
HL1005;5;Recife;17/08/2017;Canon;R$ 1.500,00
HL1001;2;Porto Alegre;17/08/2017;LG;R$ 2.600,00
HL1007;2;Guarulhos;17/08/2017;Dell;R$ 2.300,00
HL1003;4;Recife;17/08/2017;Samsung;R$ 4.500,00
HL1018;2;Fortaleza;17/08/2017;Xiaomi;R$ 1.200,00
HL1015;4;Fortaleza;17/08/2017;Sony;R$ 700,00
HL1017;4;Fortaleza;17/08/2017;Samsung;R$ 5.200,00
HL1007;4;Curitiba;17/08/2017;Dell;R$ 2.300,00
HL1001;2;Recife;17/08/2017;LG;R$ 2.600,00
HL1002;1;Sao Paulo;17/08/2017;Apple;R$ 2.500,00
HL1014;3;Salvador;17/08/2017;Samsung;R$ 1.100,00
HL1023;5;Rio de Janeiro;17/08/2017;Samsung;R$ 1.500,00
HL1023;5;Sao Paulo;17/08/2017;Samsung;R$ 1.500,00
HL1015;4;Salvador;17/08/2017;Sony;R$ 700,00
HL1022;1;Guarulhos;17/08/2017;Apple;R$ 750,00
HL1014;1;Belo Horizonte;18/08/2017;Samsung;R$ 1.100,00
HL1001;5;Porto Alegre;18/08/2017;LG;R$ 2.600,00
HL1009;3;Porto Alegre;18/08/2017;Motorola;R$ 1.400,00
HL1019;4;Porto Alegre;18/08/2017;Apple;R$ 6.500,00
HL1007;3;Porto Alegre;18/08/2017;Dell;R$ 2.300,00
HL1021;1;Goiania;18/08/2017;Samsung;R$ 3.000,00
HL1018;1;Sao Paulo;18/08/2017;Xiaomi;R$ 1.200,00
HL1001;5;Salvador;18/08/2017;LG;R$ 2.600,00
HL1024;2;Salvador;18/08/2017;Acer;R$ 2.400,00
HL1002;5;Sao Paulo;18/08/2017;Apple;R$ 2.500,00
HL1005;3;Curitiba;18/08/2017;Canon;R$ 1.500,00
HL1008;1;Campinas;18/08/2017;Philco;R$ 2.000,00
HL1006;5;Fortaleza;18/08/2017;Samsung;R$ 1.400,00
HL1019;5;Sao Paulo;18/08/2017;Apple;R$ 6.500,00
HL1007;2;Salvador;18/08/2017;Dell;R$ 2.300,00
HL1018;3;Sao Paulo;18/08/2017;Xiaomi;R$ 1.200,00
HL1007;5;Fortaleza;18/08/2017;Dell;R$ 2.300,00
HL1012;5;Recife;19/08/2017;Dell;R$ 5.500,00
HL1007;4;Sao Paulo;19/08/2017;Dell;R$ 2.300,00
HL1001;1;Salvador;19/08/2017;LG;R$ 2.600,00
HL1005;1;Campinas;19/08/2017;Canon;R$ 1.500,00
HL1018;2;Recife;19/08/2017;Xiaomi;R$ 1.200,00
HL1011;3;Fortaleza;19/08/2017;Samsung;R$ 2.000,00
HL1015;2;Sao Paulo;19/08/2017;Sony;R$ 700,00
HL1023;3;Belo Horizonte;19/08/2017;Samsung;R$ 1.500,00
HL1005;3;Sao Paulo;19/08/2017;Canon;R$ 1.500,00
HL1024;2;Campinas;19/08/2017;Acer;R$ 2.400,00
HL1008;3;Rio de Janeiro;19/08/2017;Philco;R$ 2.000,00
HL1003;3;Porto Alegre;19/08/2017;Samsung;R$ 4.500,00
HL1009;2;Belo Horizonte;19/08/2017;Motorola;R$ 1.400,00
HL1006;1;Sao Paulo;19/08/2017;Samsung;R$ 1.400,00
HL1008;2;Recife;19/08/2017;Philco;R$ 2.000,00
HL1009;2;Belo Horizonte;19/08/2017;Motorola;R$ 1.400,00
HL1008;2;Fortaleza;19/08/2017;Philco;R$ 2.000,00
HL1019;3;Recife;19/08/2017;Apple;R$ 6.500,00
HL1001;5;Curitiba;19/08/2017;LG;R$ 2.600,00
HL1001;5;Guarulhos;19/08/2017;LG;R$ 2.600,00
HL1013;3;Fortaleza;20/08/2017;Nikon;R$ 1.550,00
HL1024;4;Salvador;20/08/2017;Acer;R$ 2.400,00
HL1004;2;Fortaleza;20/08/2017;Apple;R$ 1.750,00
HL1019;4;Porto Alegre;20/08/2017;Apple;R$ 6.500,00
HL1005;1;Recife;20/08/2017;Canon;R$ 1.500,00
HL1006;3;Recife;20/08/2017;Samsung;R$ 1.400,00
HL1006;3;Fortaleza;20/08/2017;Samsung;R$ 1.400,00
HL1009;4;Porto Alegre;20/08/2017;Motorola;R$ 1.400,00
HL1015;2;Guarulhos;20/08/2017;Sony;R$ 700,00
HL1008;1;Recife;20/08/2017;Philco;R$ 2.000,00
HL1001;3;Nova Iguacu;20/08/2017;LG;R$ 2.600,00
HL1015;5;Rio de Janeiro;20/08/2017;Sony;R$ 700,00
HL1015;2;Salvador;20/08/2017;Sony;R$ 700,00
HL1001;1;Recife;20/08/2017;LG;R$ 2.600,00
HL1008;5;Salvador;20/08/2017;Philco;R$ 2.000,00
HL1013;2;Salvador;20/08/2017;Nikon;R$ 1.550,00
HL1014;1;Campinas;20/08/2017;Samsung;R$ 1.100,00
HL1018;2;Niteroi;21/08/2017;Xiaomi;R$ 1.200,00
HL1009;1;Recife;21/08/2017;Motorola;R$ 1.400,00
HL1005;1;Campinas;21/08/2017;Canon;R$ 1.500,00
HL1004;5;Recife;21/08/2017;Apple;R$ 1.750,00
HL1007;2;Fortaleza;21/08/2017;Dell;R$ 2.300,00
HL1005;4;Curitiba;21/08/2017;Canon;R$ 1.500,00
HL1013;5;Sao Paulo;21/08/2017;Nikon;R$ 1.550,00
HL1019;3;Porto Alegre;21/08/2017;Apple;R$ 6.500,00
HL1008;5;Belo Horizonte;21/08/2017;Philco;R$ 2.000,00
HL1013;4;Fortaleza;21/08/2017;Nikon;R$ 1.550,00
HL1015;3;Sao Paulo;21/08/2017;Sony;R$ 700,00
HL1009;5;Rio de Janeiro;21/08/2017;Motorola;R$ 1.400,00
HL1019;1;Belo Horizonte;21/08/2017;Apple;R$ 6.500,00
HL1005;2;Porto Alegre;21/08/2017;Canon;R$ 1.500,00
HL1002;2;Curitiba;21/08/2017;Apple;R$ 2.500,00
HL1018;5;Rio de Janeiro;21/08/2017;Xiaomi;R$ 1.200,00
HL1014;5;Fortaleza;21/08/2017;Samsung;R$ 1.100,00
HL1015;2;Curitiba;21/08/2017;Sony;R$ 700,00
HL1018;5;Sao Paulo;21/08/2017;Xiaomi;R$ 1.200,00
HL1001;4;Recife;21/08/2017;LG;R$ 2.600,00
HL1024;1;Fortaleza;22/08/2017;Acer;R$ 2.400,00
HL1008;2;Fortaleza;22/08/2017;Philco;R$ 2.000,00
HL1005;1;Rio de Janeiro;22/08/2017;Canon;R$ 1.500,00
HL1020;4;Belo Horizonte;22/08/2017;Motorola;R$ 1.500,00
